,Wind,Solar
302,0.15140164,0.636340614
303,0.162393056,0.60273017
304,0.154730765,0.514424836
305,0.181601163,0.395866194
306,0.207121597,0.250834092
307,0.24481091,0.09244221
308,0.281917998,0.003897959
309,0.315239293,0
310,0.337341223,0
311,0.365221118,0
312,0.375451302,0
313,0.350323899,0
314,0.335001763,0
315,0.323619597,0
316,0.279677676,0
317,0.257892185,0
318,0.247023478,0
319,0.223113463,0.001122074
320,0.182416228,0.02688296
321,0.113726865,0.15860224
322,0.074813645,0.33409866
323,0.081798077,0.482556837
324,0.075392818,0.583429017
325,0.076081957,0.632562454
326,0.104327452,0.641145041
327,0.111027625,0.612271646
328,0.111528681,0.531135749
329,0.117924465,0.403985116
330,0.143140985,0.247707767
331,0.160134162,0.090851596
332,0.188077666,0.004399165
333,0.230461683,0
334,0.271351054,0
335,0.302369492,0
336,0.300431613,0
337,0.289454617,0
338,0.293124673,0
339,0.284000858,0
340,0.261194037,0
341,0.232722537,0
342,0.214485443,0
343,0.196368215,0.00094382
344,0.172576954,0.026786049
345,0.110973294,0.163861628
346,0.069861493,0.333684357
347,0.064519399,0.476294106
348,0.056423821,0.580767757
349,0.053828411,0.629155911
350,0.070288799,0.639767405
351,0.086729559,0.605214784
352,0.105544228,0.526762457
353,0.119722877,0.399467945
354,0.143589987,0.246206332
355,0.159818712,0.088372613
356,0.174868517,0.003672842
357,0.232837012,0
358,0.238411031,0
359,0.258554375,0
360,0.266209951,0
361,0.257760956,0
362,0.264202369,0
363,0.269135647,0
364,0.250570809,0
365,0.241983875,0
366,0.243267638,0
367,0.231836437,0.001114895
368,0.22888231,0.02751989
369,0.157440324,0.15944694
370,0.127565675,0.324615412
371,0.142622878,0.460287258
372,0.127267596,0.557461874
373,0.126132778,0.615017621
374,0.134625143,0.626648002
375,0.166417521,0.587952938
376,0.202764628,0.505499553
377,0.223642501,0.384148466
378,0.244738569,0.230965503
379,0.260058236,0.084283321
380,0.285747979,0.004094067
381,0.314462278,0
382,0.319138154,0
383,0.308238805,0
384,0.303718204,0
385,0.303791981,0
386,0.305414046,0
387,0.273479264,0
388,0.277684274,0
389,0.284180792,0
390,0.269681481,0
391,0.246182441,0.001055749
392,0.222539064,0.02615475
393,0.163084646,0.155486102
394,0.127117427,0.31399378
395,0.142034679,0.459682878
396,0.142870466,0.549771603
397,0.131328903,0.603091761
398,0.137016555,0.60935517
399,0.170344788,0.579811144
400,0.194167591,0.504687098
401,0.211664281,0.376462534
402,0.230965869,0.232555824
403,0.252192544,0.084207729
404,0.28713558,0.004127269
405,0.307993645,0
406,0.354197119,0
407,0.36514633,0
408,0.400853224,0
409,0.366618035,0
410,0.337004798,0
411,0.330399417,0
412,0.328779039,0
413,0.315656068,0
414,0.314964173,0
415,0.297374847,0.001068957
416,0.296810278,0.027070754
417,0.193717977,0.147941451
418,0.185908104,0.29906784
419,0.213918909,0.430394053
420,0.195158469,0.521781264
421,0.18927567,0.585111341
422,0.148926681,0.592383237
423,0.153080367,0.569214756
424,0.166617683,0.494140882
425,0.206925157,0.369608184
426,0.230887977,0.224987751
427,0.249316463,0.076872439
428,0.285929244,0.004840989
429,0.326899052,0
430,0.349293034,0
431,0.333957306,0
432,0.325421666,0
433,0.321490498,0
434,0.308529656,0
435,0.290314104,0
436,0.258891079,0
437,0.232635902,0
438,0.238964708,0
439,0.226431677,0.001223966
440,0.208722396,0.029377007
441,0.119503581,0.153147133
442,0.098725207,0.313366933
443,0.094558326,0.456474112
444,0.090247111,0.554142018
445,0.083286259,0.609380779
446,0.056662801,0.622430269
447,0.072237349,0.586972404
448,0.088828199,0.501826973
449,0.119580412,0.382492342
450,0.148188773,0.228209536
451,0.166640916,0.083161172
452,0.208235875,0.004681257
453,0.237808443,0
454,0.250323436,0
455,0.259237924,0
456,0.262853682,0
457,0.244854811,0
458,0.242490879,0
459,0.248266813,0
460,0.230441017,0
461,0.228287789,0
462,0.21231338,0
463,0.189381991,0.001226856
464,0.185170214,0.029650333
465,0.095333177,0.162412683
466,0.066061365,0.333639812
467,0.082378119,0.47205422
468,0.085371666,0.574924782
469,0.068012114,0.631148355
470,0.051869905,0.638851508
471,0.067402861,0.596913008
472,0.095330418,0.51795323
473,0.121457156,0.399585841
474,0.138316678,0.241770523
475,0.162141992,0.086057161
476,0.198115473,0.003859438
477,0.223531323,0
478,0.275045492,0
479,0.275745592,0
480,0.295190427,0
481,0.288772171,0
482,0.278084445,0
483,0.254497783,0
484,0.234360863,0
485,0.222737909,0
486,0.187805561,0
487,0.168268753,0.001614548
488,0.162735555,0.03375501
489,0.105679312,0.169690598
490,0.056410943,0.342346278
491,0.089942573,0.48763554
492,0.091067829,0.585854913
493,0.090100903,0.643418553
494,0.060997508,0.653364644
495,0.08447752,0.618730819
496,0.107789702,0.528791257
497,0.128922095,0.403352038
498,0.160146546,0.252377094
499,0.159296275,0.094953616
500,0.195819008,0.004587771
501,0.22632609,0
502,0.254106368,0
503,0.275680666,0
504,0.256889521,0
505,0.257575635,0
506,0.247067161,0
507,0.229682942,0
508,0.204458798,0
509,0.214063671,0
510,0.220457543,0
511,0.194951437,0.001588018
512,0.161477933,0.034457348
513,0.111476617,0.169467541
514,0.070234603,0.331779493
515,0.090659056,0.47339561
516,0.083493258,0.57064364
517,0.100327965,0.627832259
518,0.065633304,0.631554497
519,0.087687836,0.600149636
520,0.099533396,0.511769272
521,0.120155242,0.390517137
522,0.132861025,0.243129307
523,0.152846402,0.093867435
524,0.197716543,0.005782563
525,0.266077673,0
526,0.296283815,0
527,0.294544493,0
528,0.29451109,0
529,0.272886311,0
530,0.263522198,0
531,0.235330183,0
532,0.223069379,0
533,0.207709188,0
534,0.199919264,0
535,0.192691095,0.001706872
536,0.160413202,0.034267185
537,0.089911096,0.171845957
538,0.057910338,0.339738797
539,0.070545072,0.477738411
540,0.065757755,0.572615174
541,0.070989457,0.628144674
542,0.097578221,0.639407345
543,0.135841795,0.599619652
544,0.162995581,0.520791822
545,0.182012906,0.404557565
546,0.193804206,0.254168594
547,0.206035524,0.09771183
548,0.245263716,0.006285524
549,0.255288712,0
550,0.286435352,0
551,0.280587729,0
552,0.277273276,0
553,0.263166037,0
554,0.266299455,0
555,0.240737063,0
556,0.238102531,0
557,0.196521914,0
558,0.185712905,0
559,0.181416535,0.001652309
560,0.176995021,0.036088273
561,0.103837127,0.176417707
562,0.061395933,0.344417658
563,0.072739144,0.486144636
564,0.076835126,0.58089465
565,0.095500357,0.633335593
566,0.126297358,0.639310216
567,0.16412439,0.598052924
568,0.193090832,0.516252815
569,0.22801795,0.402067848
570,0.228787033,0.246097986
571,0.237258751,0.094017947
572,0.244956416,0.006128278
573,0.279508606,0
574,0.299357269,0
575,0.288424391,0
576,0.295089648,0
577,0.291632754,0
578,0.269169355,0
579,0.25955682,0
580,0.243429287,0
581,0.220613298,0
582,0.218979292,0
583,0.226997514,0.001279959
584,0.208975124,0.035146771
585,0.126759513,0.17078662
586,0.074600478,0.334416722
587,0.096663141,0.475222436
588,0.108552729,0.575419728
589,0.133366526,0.62772821
590,0.140442446,0.636494379
591,0.171484619,0.608557868
592,0.201909899,0.527088236
593,0.21999612,0.402649073
594,0.239545072,0.251621823
595,0.255725256,0.096120448
596,0.264569246,0.006610542
597,0.305881395,0
598,0.341654864,0
599,0.326003574,0
600,0.294302884,0
601,0.276700103,0
602,0.296022366,0
603,0.288439994,0
604,0.270477923,0
605,0.260446083,0
606,0.252773221,0
607,0.241890265,0.001556379
608,0.211134963,0.036502038
609,0.140893783,0.171435492
610,0.094790044,0.331352552
611,0.087016458,0.472672034
612,0.100439529,0.567638424
613,0.118599369,0.619279693
614,0.102564553,0.624182193
615,0.123176651,0.589723914
616,0.145702387,0.511405001
617,0.171565582,0.397806797
618,0.177941055,0.240866371
619,0.200028143,0.092901942
620,0.242061758,0.006693011
621,0.281965093,0
622,0.272038252,0
623,0.281738943,0
624,0.278660598,0
625,0.277288647,0
626,0.287256555,0
627,0.275095835,0
628,0.262117281,0
629,0.239334979,0
630,0.214386662,0
631,0.201584138,0.001625634
632,0.174687623,0.035555829
633,0.116230886,0.168895746
634,0.076003988,0.332683012
635,0.090298744,0.472341111
636,0.108893962,0.568051543
637,0.102685716,0.620995639
638,0.121194071,0.626365155
639,0.142598475,0.591251548
640,0.148419557,0.507426214
641,0.188266609,0.389608749
642,0.212212081,0.240633554
643,0.230281057,0.091379267
644,0.257797238,0.006985916
645,0.304149172,0
646,0.339973961,0
647,0.307689597,0
648,0.297079939,0
649,0.297510238,0
650,0.266652343,0
651,0.260290814,0
652,0.233533827,0
653,0.222515715,0
654,0.211551458,0
655,0.200609732,0.001325943
656,0.195607553,0.036588071
657,0.129478285,0.171521789
658,0.094290491,0.331716601
659,0.113317856,0.466250222
660,0.117723075,0.56345432
661,0.135211599,0.614596433
662,0.112815023,0.621759367
663,0.151821132,0.592242889
664,0.170348701,0.518155147
665,0.195114182,0.398774454
666,0.215453024,0.245068701
667,0.236182518,0.093577558
668,0.26308554,0.006770065
669,0.322816129,0
670,0.32984039,0
671,0.325355346,0
672,0.319469991,0
673,0.292323642,0
674,0.266751845,0
675,0.280812669,0
676,0.282732787,0
677,0.269264662,0
678,0.254414716,0
679,0.243617116,0.001799782
680,0.224081792,0.037712776
681,0.144049105,0.172287541
682,0.125538672,0.337897223
683,0.136076384,0.474319569
684,0.158646063,0.568343325
685,0.175747249,0.620318721
686,0.129737746,0.627506563
687,0.146129818,0.595273647
688,0.153729479,0.512666054
689,0.158111896,0.397919296
690,0.191998642,0.236907749
691,0.207439277,0.092606334
692,0.250374075,0.007422851
693,0.267427984,0
694,0.288031682,0
695,0.281131856,0
696,0.276114858,0
697,0.274866209,0
698,0.279363127,0
699,0.263451345,0
700,0.271287811,0
701,0.261502954,0
702,0.249935908,0
703,0.247196528,0.001953573
704,0.238844606,0.038984222
705,0.194597737,0.173416949
706,0.150486756,0.335641596
707,0.160719338,0.472476066
708,0.175110511,0.572210107
709,0.192578732,0.619807136
710,0.134442971,0.628086703
711,0.155660655,0.591903804
712,0.169629616,0.508170266
713,0.2012245,0.382371068
714,0.235444344,0.235372204
715,0.240499061,0.090405177
716,0.273915808,0.007701936
717,0.299357394,0
718,0.34617083,0
719,0.358203196,0
720,0.374257151,0
721,0.376679238,0
722,0.371665385,0
723,0.34057454,0
724,0.327010932,0
725,0.326366074,0
726,0.325815976,0
727,0.29446312,0.001813354
728,0.291066878,0.039656062
729,0.201493171,0.170002584
730,0.161812522,0.331494121
731,0.182785726,0.467020972
732,0.199265025,0.566184277
733,0.200721116,0.618271442
734,0.150680227,0.622926843
735,0.177818824,0.585124315
736,0.206789024,0.491096997
737,0.227318589,0.371846406
738,0.272390052,0.23127018
739,0.287811926,0.088773003
740,0.325755227,0.006695945
741,0.350368122,0
742,0.345247363,0
743,0.361337097,0
744,0.377780868,0
745,0.398934778,0
746,0.404147501,0
747,0.418645506,0
748,0.383898867,0
749,0.369981309,0
750,0.353356828,0
751,0.349165017,0.001355262
752,0.321148034,0.036934457
753,0.209828943,0.167311873
754,0.203049238,0.327958936
755,0.203787756,0.463633508
756,0.194736857,0.559639127
757,0.179240358,0.607857017
758,0.179668544,0.622204313
759,0.200882033,0.586190269
760,0.231736478,0.504037776
761,0.237736014,0.375482655
762,0.297063241,0.234234557
763,0.319894227,0.086955156
764,0.351163632,0.006387385
765,0.375645095,0
766,0.40814186,0
767,0.408477349,0
768,0.385670896,0
769,0.35447564,0
770,0.391339249,0
771,0.333697358,0
772,0.3215668,0
773,0.29882298,0
774,0.294448677,0
775,0.267883977,0.001298404
776,0.244092266,0.036683108
777,0.179447238,0.161308516
778,0.175260378,0.314305471
779,0.180532263,0.447131757
780,0.162482307,0.538078538
781,0.159376981,0.584879056
782,0.140412693,0.595877351
783,0.161574422,0.568468273
784,0.187018032,0.49454432
785,0.234049085,0.365428625
786,0.305446979,0.227260249
787,0.336316215,0.08499091
788,0.37501093,0.006510705
789,0.409841647,0
790,0.422716724,0
791,0.417009467,0
792,0.413842569,0
793,0.354893931,0
794,0.359545318,0
795,0.354905316,0
796,0.334501083,0
797,0.301747197,0
798,0.29729562,0
799,0.281810172,0.001111955
800,0.264791838,0.037198009
801,0.160721374,0.157086576
802,0.161392422,0.301689084
803,0.169321823,0.443836421
804,0.148382126,0.531264757
805,0.123623413,0.588626787
806,0.154380329,0.596700552
807,0.167888444,0.568565809
808,0.20738145,0.487214989
809,0.23904937,0.373632087
810,0.281204512,0.231737705
811,0.338022763,0.089699341
812,0.367851469,0.00681361
813,0.386698993,0
814,0.400100242,0
815,0.399859502,0
816,0.386651955,0
817,0.343903639,0
818,0.333518939,0
819,0.301099817,0
820,0.260048313,0
821,0.256059406,0
822,0.235308942,0
823,0.223923181,0.001420416
824,0.200379455,0.034240772
825,0.135115341,0.15026671
826,0.125053408,0.298416114
827,0.119336826,0.430969831
828,0.103615426,0.523292694
829,0.096587101,0.579162141
830,0.090939132,0.583723036
831,0.1031453,0.550027411
832,0.130149015,0.459901284
833,0.16957974,0.352465317
834,0.242285023,0.214402553
835,0.278809251,0.081593447
836,0.305132828,0.006992023
837,0.33252866,0
838,0.348884632,0
839,0.333877149,0
840,0.302525813,0
841,0.284089213,0
842,0.26953059,0
843,0.258610526,0
844,0.251196609,0
845,0.224007065,0
846,0.197674689,0
847,0.176050548,0.001751581
848,0.151420531,0.039562844
849,0.107184784,0.166901526
850,0.108446323,0.313903153
851,0.096726775,0.437122886
852,0.09087725,0.533966551
853,0.090571284,0.575115466
854,0.10019152,0.578645005
855,0.120561461,0.538750957
856,0.162654759,0.45964026
857,0.166925667,0.342324251
858,0.214573204,0.204191584
859,0.228687901,0.079773395
860,0.265435399,0.007457505
861,0.286662958,0
862,0.280175634,0
863,0.263747526,0
864,0.237542861,0
865,0.244748665,0
866,0.255948728,0
867,0.231742338,0
868,0.221735643,0
869,0.203468544,0
870,0.2005113,0
871,0.203238796,0.001565586
872,0.173705429,0.039630042
873,0.145647045,0.160879802
874,0.137208173,0.303939926
875,0.148010656,0.429296913
876,0.140707986,0.516363453
877,0.135841195,0.560032745
878,0.157295621,0.562757279
879,0.167313325,0.515680295
880,0.204626291,0.44202595
881,0.19812884,0.336646949
882,0.218331751,0.206963811
883,0.232245315,0.082935921
884,0.264491545,0.007908803
885,0.277785525,0
886,0.268064425,0
887,0.271532229,0
888,0.306134292,0
889,0.289140568,0
890,0.288991127,0
891,0.294215384,0
892,0.28462825,0
893,0.284969359,0
894,0.290470224,0
895,0.279850088,0.001691822
896,0.258288064,0.037886762
897,0.205999103,0.147177768
898,0.203474626,0.28415847
899,0.232169176,0.402210643
900,0.248015662,0.491737275
901,0.243538645,0.528734976
902,0.26965851,0.521946019
903,0.276345054,0.484412511
904,0.312420703,0.408230667
905,0.34370116,0.308509805
906,0.35682708,0.193663634
907,0.371575015,0.073886102
908,0.401537464,0.007534152
909,0.421192105,0
910,0.423373192,0
911,0.444024227,0
912,0.460029125,0
913,0.444776391,0
914,0.434351921,0
915,0.427285056,0
916,0.414771407,0
917,0.396052913,0
918,0.376152527,0
919,0.382959888,0.001525474
920,0.357574552,0.03571693
921,0.275837845,0.140608084
922,0.303562346,0.270381023
923,0.328666217,0.383861928
924,0.312855156,0.476631653
925,0.299105389,0.523879357
926,0.295447711,0.519704109
927,0.314898293,0.506593542
928,0.341664929,0.449949647
929,0.378037132,0.32835122
930,0.408493571,0.214849204
931,0.401468868,0.086351448
932,0.408459619,0.008052344
933,0.384300679,0
934,0.401103795,0
935,0.413306896,0
936,0.439062017,0
937,0.398127907,0
938,0.400129566,0
939,0.407001152,0
940,0.385927795,0
941,0.369988658,0
942,0.360683452,0
943,0.336705503,0.001888568
944,0.328027667,0.03885435
945,0.281928605,0.163194427
946,0.271051922,0.307260809
947,0.264225576,0.438957405
948,0.263552559,0.543652233
949,0.268496413,0.592346347
950,0.281211978,0.600060802
951,0.318696646,0.574455019
952,0.321176199,0.49447249
953,0.333751002,0.374740589
954,0.36514602,0.234949874
955,0.38869125,0.089504745
956,0.395096216,0.007267355
957,0.412546656,0
958,0.424215025,0
959,0.443401415,0
960,0.448536153,0
961,0.44855995,0
962,0.435690942,0
963,0.437136116,0
964,0.414122286,0
965,0.410755736,0
966,0.396328341,0
967,0.381534915,0.001553718
968,0.365561278,0.043150527
969,0.264198327,0.17138357
970,0.294798121,0.323002743
971,0.3003061,0.453856596
972,0.286291723,0.546873107
973,0.258447902,0.601372893
974,0.275902653,0.602829561
975,0.267057223,0.564643911
976,0.270654537,0.494267646
977,0.287447831,0.37337311
978,0.297794618,0.233735239
979,0.330438023,0.094553218
980,0.354290736,0.009050721
981,0.372594551,0
982,0.393423355,0
983,0.409048525,0
984,0.445146738,0
985,0.425896074,0
986,0.414571581,0
987,0.432538106,0
988,0.39887127,0
989,0.373868647,0
990,0.369551976,0
991,0.364268063,0.002071078
992,0.334171645,0.043668077
993,0.251965695,0.170559482
994,0.295238268,0.326065652
995,0.313348688,0.456354908
996,0.285321921,0.547102922
997,0.243651357,0.597065922
998,0.276052281,0.60662587
999,0.301327458,0.573774729
1000,0.298858093,0.484183599
1001,0.313896198,0.376613038
1002,0.332011787,0.23719649
1003,0.323831852,0.093725033
1004,0.338789195,0.009679799
1005,0.350567309,0
1006,0.365087487,0
1007,0.388005976,0
1008,0.391601964,0
1009,0.381238426,0
1010,0.385996454,0
1011,0.349257572,0
1012,0.35980746,0
1013,0.354056605,0
1014,0.334734491,0
1015,0.315731061,0.002214591
1016,0.301055165,0.043182593
1017,0.232571431,0.170504114
1018,0.277253929,0.319191329
1019,0.304492967,0.444263283
1020,0.283168895,0.545845555
1021,0.261429063,0.601071271
1022,0.210675914,0.601303102
1023,0.222901557,0.561601036
1024,0.243482965,0.494237558
1025,0.265620657,0.382713288
1026,0.306073161,0.237030512
1027,0.336408005,0.096443137
1028,0.363420182,0.009497665
1029,0.408724389,0
1030,0.401851455,0
1031,0.445438579,0
1032,0.430354572,0
1033,0.420153844,0
1034,0.398662084,0
1035,0.388856196,0
1036,0.355642238,0
1037,0.314433783,0
1038,0.303599161,0
1039,0.310782308,0.002433799
1040,0.301795394,0.044812562
1041,0.225447681,0.169855468
1042,0.280377631,0.330855671
1043,0.313819406,0.460217878
1044,0.322080295,0.553652492
1045,0.291213619,0.610411237
1046,0.213028565,0.619920419
1047,0.237242831,0.583633531
1048,0.254545398,0.502291505
1049,0.281843107,0.381262614
1050,0.313888058,0.245109131
1051,0.347112204,0.09796775
1052,0.365196588,0.00987432
1053,0.370373938,0
1054,0.407969416,0
1055,0.443718964,0
1056,0.450022161,0
1057,0.431910013,0
1058,0.416011854,0
1059,0.390621924,0
1060,0.378864571,0
1061,0.372896191,0
1062,0.377636088,0
1063,0.383430296,0.002920376
1064,0.369248984,0.047648418
1065,0.265227801,0.175207919
1066,0.303278556,0.32793897
1067,0.315654514,0.460493428
1068,0.308642067,0.552326447
1069,0.294325465,0.601584577
1070,0.206162296,0.611490562
1071,0.204713481,0.583092171
1072,0.219251062,0.504630582
1073,0.258383489,0.382746147
1074,0.288403429,0.240358501
1075,0.285604159,0.098705541
1076,0.325757936,0.010447826
1077,0.318863402,0
1078,0.337105698,0
1079,0.364213485,0
1080,0.377273822,0
1081,0.358529545,0
1082,0.367106412,0
1083,0.341297663,0
1084,0.341211961,0
1085,0.320884663,0
1086,0.314672386,0
1087,0.303071164,0.002519129
1088,0.289358147,0.047199082
1089,0.204833811,0.178563842
1090,0.232413504,0.33085827
1091,0.242159317,0.467966054
1092,0.2268379,0.559566094
1093,0.207999958,0.614932319
1094,0.153268507,0.619040419
1095,0.176115027,0.578632339
1096,0.199239461,0.496725619
1097,0.219538127,0.376109619
1098,0.245707349,0.236648012
1099,0.251541806,0.09698155
1100,0.260191501,0.010697623
1101,0.304580032,0
1102,0.341472704,0
1103,0.360880953,0
1104,0.354015587,0
1105,0.351823289,0
1106,0.335333952,0
1107,0.327017871,0
1108,0.330132526,0
1109,0.308952949,0
1110,0.301214187,0
1111,0.294414505,0.002840453
1112,0.266683343,0.046350069
1113,0.186718729,0.167962351
1114,0.219100495,0.3246727
1115,0.222267573,0.451730127
1116,0.212025846,0.545457633
1117,0.182712253,0.594114599
1118,0.122247049,0.59273713
1119,0.155111474,0.54467895
1120,0.182263528,0.469922144
1121,0.205422726,0.355153384
1122,0.251247279,0.222070733
