,7,8,9,10,11,12,1,2,3,4,5,6
region1,51.23405618,88.73975704,74.87232539,60.26720759,43.02397044,70.47293467,89.72076326,109.1826079,157.3121696,59.39766683,43.32084074,57.44713483
region2,1973.302032,2201.421773,2210.633666,1656.776106,1188.337191,1374.563458,899.113007,718.8802177,762.354206,946.6623826,1039.789112,2364.116896
